username,created_at,full_text,cleaned,case_fold,token,stop,lemmatized,processed_text,Sentiment_Label
AhmadYa05803019,Tue May 14 10:51:14 +0000 2024,@Mustafa81423871 🇮🇩Bila Prabowo Pindah Ke IKN Baru Bisa Prof DR:H ARB Sesuai Yg Dimaksud Sdr Kami: Ttpi Jika Tidk Presiden Ada Hak Utk Mencegah Program dan Kebijakan Gubr-nya: Kmarin Dari Sipil Skrg Militer Tentu Beda KeTegasanya Demikian, 🇮🇩Bila Prabowo Pindah Ke IKN Baru Bisa Prof DRH ARB Sesuai Yg Dimaksud Sdr Kami Ttpi Jika Tidk Presiden Ada Hak Utk Mencegah Program dan Kebijakan Gubrnya Kmarin Dari Sipil Skrg Militer Tentu Beda KeTegasanya Demikian,bila prabowo pindah ke ikn baru bisa prof drh arb sesuai yg dimaksud sdr kami ttpi jika tidk presiden ada hak utk mencegah program dan kebijakan gubrnya kmarin dari sipil skrg militer tentu beda ketegasanya demikian,"['bila', 'prabowo', 'pindah', 'ke', 'ikn', 'baru', 'bisa', 'prof', 'drh', 'arb', 'sesuai', 'yg', 'dimaksud', 'sdr', 'kami', 'ttpi', 'jika', 'tidk', 'presiden', 'ada', 'hak', 'utk', 'mencegah', 'program', 'dan', 'kebijakan', 'gubrnya', 'kmarin', 'dari', 'sipil', 'skrg', 'militer', 'tentu', 'beda', 'ketegasanya', 'demikian']","['prabowo', 'pindah', 'ikn', 'prof', 'drh', 'arb', 'sesuai', 'yg', 'sdr', 'ttpi', 'tidk', 'presiden', 'hak', 'utk', 'mencegah', 'program', 'kebijakan', 'gubrnya', 'kmarin', 'sipil', 'skrg', 'militer', 'beda', 'ketegasanya']","['prabowo', 'pindah', 'ikn', 'prof', 'drh', 'arb', 'sesuai', 'yg', 'sdr', 'ttpi', 'tidk', 'presiden', 'hak', 'utk', 'mencegah', 'program', 'kebijakan', 'gubrnya', 'kmarin', 'sipil', 'skrg', 'militer', 'beda', 'ketegasanya']",diimkakakakakmustafa81423871 bilah prabowo tapaidandiah kee ikedan babarkakakakakmu profesionalf dir h arb seskakakakakmuai yaang diimssaiyaadangaskakakakakmssudahai sdir keami tttapai jikea tidike preplyasidiedan adiaa hssaiyaadanga kakakakakmuntuke medancewasepertiakakakakmukegah profesionalgede rasaam diadan keebijssaiyaadangaadan gkakakakakmubabarkakakakakmu dainiyaa kemaridan diari sitapail skerg militer tedantkakakakakmu bedisiia keetegasadainiyaa diemikeiadan,Neutral
YHidelilo,Tue May 14 10:51:03 +0000 2024,@DokterTifa IKN sangat butuh Gibran Wapres Jokowi wantimwapres Kaesang sekwapres Bobby kepala rumah tangga istana wapres Usman kepala staf wapres (mungkin), IKN sangat butuh Gibran Wapres Jokowi wantimwapres Kaesang sekwapres Bobby kepala rumah tangga istana wapres Usman kepala staf wapres mungkin,ikn sangat butuh gibran wapres jokowi wantimwapres kaesang sekwapres bobby kepala rumah tangga istana wapres usman kepala staf wapres mungkin,"['ikn', 'sangat', 'butuh', 'gibran', 'wapres', 'jokowi', 'wantimwapres', 'kaesang', 'sekwapres', 'bobby', 'kepala', 'rumah', 'tangga', 'istana', 'wapres', 'usman', 'kepala', 'staf', 'wapres', 'mungkin']","['ikn', 'butuh', 'gibran', 'wapres', 'jokowi', 'wantimwapres', 'kaesang', 'sekwapres', 'bobby', 'kepala', 'rumah', 'tangga', 'istana', 'wapres', 'usman', 'kepala', 'staf', 'wapres']","['ikn', 'butuh', 'gibran', 'wapres', 'jokowi', 'wantimwapres', 'kaesang', 'sekwapres', 'bobby', 'kepala', 'rumah', 'tangga', 'istana', 'wapres', 'usman', 'kepala', 'staf', 'wapres']",diidioketertifa ikedan sadangat bkakakakakmuntukakakakakmuh gibabarkakakakakmuadan wapareplyas jokeowi wadantidanow buatchaidangapareplyas keaesadang sekewapareplyas bobbya keekepalah barkakakakakmumah tadatidak nistadana wapareplyas kakakakakmusamadan keekepalah staf wapareplyas mkakakakakmssudtertawangkeidan,Neutral
ayiiwu,Tue May 14 10:48:21 +0000 2024,@jaehodore Hm ada betulnya. Kayaknya mobil terbang IKN juga udah punah.., Hm ada betulnya Kayaknya mobil terbang IKN juga udah punah,hm ada betulnya kayaknya mobil terbang ikn juga udah punah,"['hm', 'ada', 'betulnya', 'kayaknya', 'mobil', 'terbang', 'ikn', 'juga', 'udah', 'punah']","['hm', 'betulnya', 'kayaknya', 'mobil', 'terbang', 'ikn', 'udah', 'punah']","['hm', 'betulnya', 'kayaknya', 'mobil', 'terbang', 'ikn', 'udah', 'punah']",diissajaehodioreplya hm adiaa bangetkakakakakmulangandainiyaa kesaiyaadangssaiyaadanjkakakakakmuragadainiyaa mdikekenal sebagaimubil terbadang ikedan jkakakakakmuga kakakakakmssudahaiah pkakakakakmssudtertawanah,Neutral
AnggraOnie47677,Tue May 14 10:45:45 +0000 2024,@democrazymedia IKN ngantor gibran, IKN ngantor gibran,ikn ngantor gibran,"['ikn', 'ngantor', 'gibran']","['ikn', 'ngantor', 'gibran']","['ikn', 'ngantor', 'gibran']",diidiemdikekenal sebagaimucrazyamedisiiia ikedan danjkakakakakmuragadantor gibabarkakakakakmuadan,Neutral
darmawandede21,Tue May 14 10:41:17 +0000 2024,@kem__banG @tempodotco Mungkin jd ga fokus karena bulan ini banyak kepotong long weekend ya kan udah kepikiran mau bbq-an di ikn kan syahdu tuh,  Mungkin jd ga fokus karena bulan ini banyak kepotong long weekend ya kan udah kepikiran mau bbqan di ikn kan syahdu tuh,mungkin jd ga fokus karena bulan ini banyak kepotong long weekend ya kan udah kepikiran mau bbqan di ikn kan syahdu tuh,"['mungkin', 'jd', 'ga', 'fokus', 'karena', 'bulan', 'ini', 'banyak', 'kepotong', 'long', 'weekend', 'ya', 'kan', 'udah', 'kepikiran', 'mau', 'bbqan', 'di', 'ikn', 'kan', 'syahdu', 'tuh']","['jd', 'ga', 'fokus', 'kepotong', 'long', 'weekend', 'ya', 'udah', 'kepikiran', 'bbqan', 'ikn', 'syahdu', 'tuh']","['jd', 'ga', 'fokus', 'kepotong', 'long', 'weekend', 'ya', 'udah', 'kepikiran', 'bbqan', 'ikn', 'syahdu', 'tuh']",diikeem__badang dihaitampodiotco mkakakakakmssudtertawangkeidan ga fosepertiakakakakmus keareplyadana bkakakakakmulanganahdan idaini badanyassaiyaadanga keepotodang kakakakakmkakakakakmssudtertawang weasepertiakakakakmssudtertawandi iyaa keadan kakakakakmssudahaiah keetapaikeiradan mdikekenal sebagaimu bbq adan dii ikedan keadan siyaahdikakakakakmu tkakakakakmuh,Neutral
Rudy5a3a1,Tue May 14 10:41:10 +0000 2024,@untungruci @DedynurPalakka @gibran_tweet Tugas Pemerintah adlh sbg pelayan pekaksana mengelola dgn management yg bagus u/ mengelola negara berdasarkan mandat dr rakyat u/ kepentingan rakyat demi kemaknuran &amp; kesejahteraan rakyat. Bukan urusin proyek....proyek IKN nikel batubara sawit dll??? GAWAT dah ,   Tugas Pemerintah adlh sbg pelayan pekaksana mengelola dgn management yg bagus u mengelola negara berdasarkan mandat dr rakyat u kepentingan rakyat demi kemaknuran amp kesejahteraan rakyat Bukan urusin proyekproyek IKN nikel batubara sawit dll GAWAT dah ,tugas pemerintah adlh sbg pelayan pekaksana mengelola dgn management yg bagus u mengelola negara berdasarkan mandat dr rakyat u kepentingan rakyat demi kemaknuran amp kesejahteraan rakyat bukan urusin proyekproyek ikn nikel batubara sawit dll gawat dah,"['tugas', 'pemerintah', 'adlh', 'sbg', 'pelayan', 'pekaksana', 'mengelola', 'dgn', 'management', 'yg', 'bagus', 'u', 'mengelola', 'negara', 'berdasarkan', 'mandat', 'dr', 'rakyat', 'u', 'kepentingan', 'rakyat', 'demi', 'kemaknuran', 'amp', 'kesejahteraan', 'rakyat', 'bukan', 'urusin', 'proyekproyek', 'ikn', 'nikel', 'batubara', 'sawit', 'dll', 'gawat', 'dah']","['tugas', 'pemerintah', 'adlh', 'sbg', 'pelayan', 'pekaksana', 'mengelola', 'dgn', 'management', 'yg', 'bagus', 'u', 'mengelola', 'negara', 'berdasarkan', 'mandat', 'dr', 'rakyat', 'u', 'kepentingan', 'rakyat', 'kemaknuran', 'amp', 'kesejahteraan', 'rakyat', 'urusin', 'proyekproyek', 'ikn', 'nikel', 'batubara', 'sawit', 'dll', 'gawat', 'dah']","['tugas', 'pemerintah', 'adlh', 'sbg', 'pelayan', 'pekaksana', 'mengelola', 'dgn', 'management', 'yg', 'bagus', 'u', 'mengelola', 'negara', 'berdasarkan', 'mandat', 'dr', 'rakyat', 'u', 'kepentingan', 'rakyat', 'kemaknuran', 'amp', 'kesejahteraan', 'rakyat', 'urusin', 'proyekproyek', 'ikn', 'nikel', 'batubara', 'sawit', 'dll', 'gawat', 'dah']",diikakakakakmssudtertawantkakakakakmssudtertawangede rasdikekenal sebagaimuci diidiedisiiyadanakakakakakmurpalssaiyaadangakea diigibabarkakakakakmuadan_tahkakakakakmueet tkakakakakmugas pemeridantah adialh sabadang pelsaiyaadanjkakakakakmuragadan pekessaiyaadangasadana medangekakakakakmkakakakakmulanganah dibegidaini madanagemedant yaang bagkakakakakmus kakakakakmu medangekakakakakmkakakakakmulanganah daiinigara berdiasarkeadan madandiat dir rssaiyaadangsaiyaadangat kakakakakmu keepedantidanjkakakakakmuragadan rssaiyaadangsaiyaadangat diemi keemssaiyaadanjkakakakakmuragadanakakakakakmuradan amp keesessajahteraadan rssaiyaadangsaiyaadangat bkakakakakmukeadan kakakakakmubarkakakakakmusidan profesionalyaeke profesionalyaeke ikedan dainikeel batkakakakakmubara sawit dill gabuat diah,Neutral
crowzaq,Tue May 14 10:39:07 +0000 2024,@rahmaniarbaftim ikn Freeport ke dua, ikn Freeport ke dua,ikn freeport ke dua,"['ikn', 'freeport', 'ke', 'dua']","['ikn', 'freeport']","['ikn', 'freeport']",diirahmadainiarbaftim ikedan freplyaeport kee dikakakakakmua,Neutral
timpenguinnas,Tue May 14 10:38:16 +0000 2024,Belum dilantik tapi program Makan Siang &amp; Susu Gratis ini aja udah banyak polemik. Dari segi anggaran sumber anggaran bahan baku operasional distribusi dll. Bahkan terancam gabisa diterapkan sesuai janji saat kampanye kemarin. Dan katanya bikin pembangunan IKN era,Belum dilantik tapi program Makan Siang amp Susu Gratis ini aja udah banyak polemik Dari segi anggaran sumber anggaran bahan baku operasional distribusi dll Bahkan terancam gabisa diterapkan sesuai janji saat kampanye kemarin Dan katanya bikin pembangunan IKN era,belum dilantik tapi program makan siang amp susu gratis ini aja udah banyak polemik dari segi anggaran sumber anggaran bahan baku operasional distribusi dll bahkan terancam gabisa diterapkan sesuai janji saat kampanye kemarin dan katanya bikin pembangunan ikn era,"['belum', 'dilantik', 'tapi', 'program', 'makan', 'siang', 'amp', 'susu', 'gratis', 'ini', 'aja', 'udah', 'banyak', 'polemik', 'dari', 'segi', 'anggaran', 'sumber', 'anggaran', 'bahan', 'baku', 'operasional', 'distribusi', 'dll', 'bahkan', 'terancam', 'gabisa', 'diterapkan', 'sesuai', 'janji', 'saat', 'kampanye', 'kemarin', 'dan', 'katanya', 'bikin', 'pembangunan', 'ikn', 'era']","['dilantik', 'program', 'makan', 'siang', 'amp', 'susu', 'gratis', 'aja', 'udah', 'polemik', 'segi', 'anggaran', 'sumber', 'anggaran', 'bahan', 'baku', 'operasional', 'distribusi', 'dll', 'terancam', 'gabisa', 'diterapkan', 'sesuai', 'janji', 'kampanye', 'kemarin', 'bikin', 'pembangunan', 'ikn', 'era']","['dilantik', 'program', 'makan', 'siang', 'amp', 'susu', 'gratis', 'aja', 'udah', 'polemik', 'segi', 'anggaran', 'sumber', 'anggaran', 'bahan', 'baku', 'operasional', 'distribusi', 'dll', 'terancam', 'gabisa', 'diterapkan', 'sesuai', 'janji', 'kampanye', 'kemarin', 'bikin', 'pembangunan', 'ikn', 'era']",bkeamkakakakakmum diilahdantike tatapai profesionalgede rasaam mssaiyaadangaadan siadang amp skakakakakmuskakakakakmu gede rasaatis idaini sassajaa kakakakakmssudahaiah badanyassaiyaadanga ponlineemike diari segi adatidakradan skakakakakmumber adatidakradan batertahkakakakakmuadan bisasaiyaadangdikekenal sebagaimu operasiodakenal diistribkakakakakmusi dill bahkeadan teradancam begituertahkakakakakmuabisa diiterapaenjtertawat kelamineadan seskakakakakmuai ssajadanji keampadanyae keemaridan diadan keatadainiyaa bikeidan pembakdangkakakakakmssudtertawanadan ikedan era,Negative
KejaksaanRI,Tue May 14 10:38:15 +0000 2024,Senin 13 Mei 2024 bertempat di Lantai 22 Gedung Utama Kejaksaan Agung Jakarta Direktorat D pada Jaksa Agung Muda Intelijen melaksanakan Rapat Koordinasi Pengamanan Pembangunan Strategis Proyek Strategis Nasional Jalan Tol dan Percepatan Pembangunan Ibu Kota Nusantara (IKN). https://t.co/65S8qlBA5z,Senin 13 Mei 2024 bertempat di Lantai 22 Gedung Utama Kejaksaan Agung Jakarta Direktorat D pada Jaksa Agung Muda Intelijen melaksanakan Rapat Koordinasi Pengamanan Pembangunan Strategis Proyek Strategis Nasional Jalan Tol dan Percepatan Pembangunan Ibu Kota Nusantara IKN ,senin mei bertempat di lantai gedung utama kejaksaan agung jakarta direktorat d pada jaksa agung muda intelijen melaksanakan rapat koordinasi pengamanan pembangunan strategis proyek strategis nasional jalan tol dan percepatan pembangunan ibu kota nusantara ikn,"['senin', 'mei', 'bertempat', 'di', 'lantai', 'gedung', 'utama', 'kejaksaan', 'agung', 'jakarta', 'direktorat', 'd', 'pada', 'jaksa', 'agung', 'muda', 'intelijen', 'melaksanakan', 'rapat', 'koordinasi', 'pengamanan', 'pembangunan', 'strategis', 'proyek', 'strategis', 'nasional', 'jalan', 'tol', 'dan', 'percepatan', 'pembangunan', 'ibu', 'kota', 'nusantara', 'ikn']","['senin', 'mei', 'bertempat', 'lantai', 'gedung', 'utama', 'kejaksaan', 'agung', 'jakarta', 'direktorat', 'd', 'jaksa', 'agung', 'muda', 'intelijen', 'melaksanakan', 'rapat', 'koordinasi', 'pengamanan', 'pembangunan', 'strategis', 'proyek', 'strategis', 'nasional', 'jalan', 'tol', 'percepatan', 'pembangunan', 'kota', 'nusantara', 'ikn']","['senin', 'mei', 'bertempat', 'lantai', 'gedung', 'utama', 'kejaksaan', 'agung', 'jakarta', 'direktorat', 'd', 'jaksa', 'agung', 'muda', 'intelijen', 'melaksanakan', 'rapat', 'koordinasi', 'pengamanan', 'pembangunan', 'strategis', 'proyek', 'strategis', 'nasional', 'jalan', 'tol', 'percepatan', 'pembangunan', 'kota', 'nusantara', 'ikn']",sedainidan 13 mei 2024 bertempat dii lahdantai 22 gedisiikakakakakmssudtertawang kakakakakmutsama keejssaiyaadangasaadan agkakakakakmssudtertawang jssaiyaadangaarta diireplyaketorat padiaa jssaiyaadangasa agkakakakakmssudtertawang mkakakakakmssudahaia idantelijedan melssaiyaadangasadanssaiyaadangaadan rapaat keoordiidanasi pedangsamadanadan pembakdangkakakakakmssudtertawanadan strategis profesionalyaeke strategis danasiodakenal ssajalahdan tonline diadan percewasepertiakakakakmukepatadan pembakdangkakakakakmssudtertawanadan ibkakakakakmu keota danakakakakakmusadanantia ikedan httapis t coleh65s8qlba5z,Neutral
arryren,Tue May 14 10:37:11 +0000 2024,Tapi ga di IKN juga ya Pak kalau itu saya give up,Tapi ga di IKN juga ya Pak kalau itu saya give up,tapi ga di ikn juga ya pak kalau itu saya give up,"['tapi', 'ga', 'di', 'ikn', 'juga', 'ya', 'pak', 'kalau', 'itu', 'saya', 'give', 'up']","['ga', 'ikn', 'ya', 'give', 'up']","['ga', 'ikn', 'ya', 'give', 'up']",tatapai ga dii ikedan jkakakakakmuga iyaa pssaiyaadanga kealahkakakakakmu itkakakakakmu ssaiyaadanga give kakakakakmup,Neutral
doiebluesky,Tue May 14 10:36:16 +0000 2024,wkwkwkwk udah dibilang lo sebagai rakyat biasa mana bisa ke IKN ngimpiiiii!!! makan tuh kerberlanjutan!!!,wkwkwkwk udah dibilang lo sebagai rakyat biasa mana bisa ke IKN ngimpiiiii makan tuh kerberlanjutan,wkwkwkwk udah dibilang lo sebagai rakyat biasa mana bisa ke ikn ngimpiiiii makan tuh kerberlanjutan,"['wkwkwkwk', 'udah', 'dibilang', 'lo', 'sebagai', 'rakyat', 'biasa', 'mana', 'bisa', 'ke', 'ikn', 'ngimpiiiii', 'makan', 'tuh', 'kerberlanjutan']","['wkwkwkwk', 'udah', 'dibilang', 'lo', 'rakyat', 'ikn', 'ngimpiiiii', 'makan', 'tuh', 'kerberlanjutan']","['wkwkwkwk', 'udah', 'dibilang', 'lo', 'rakyat', 'ikn', 'ngimpiiiii', 'makan', 'tuh', 'kerberlanjutan']",wkewkewkewke kakakakakmssudahaiah diibhailahdang kakakakakmkakakakakmu rssaiyaadangsaiyaadangat madana kee ikedan dangimtapaiiiii mssaiyaadangaadan tkakakakakmuh keerberlahdanjkakakakakmutadan,Neutral
aajx44,Tue May 14 10:36:10 +0000 2024,@DokterTifa IKN nanti buat keluarga jokowi kok bu, IKN nanti buat keluarga jokowi kok bu,ikn nanti buat keluarga jokowi kok bu,"['ikn', 'nanti', 'buat', 'keluarga', 'jokowi', 'kok', 'bu']","['ikn', 'keluarga', 'jokowi', 'bu']","['ikn', 'keluarga', 'jokowi', 'bu']",diidioketertifa ikedan danadanti bkakakakakmuat sepertieamkakakakakmuarga jokeowi keoke bkakakakakmu,Neutral
ssetiawannn,Tue May 14 10:32:25 +0000 2024,IKN KONTOL ,IKN KONTOL ,ikn kontol,"['ikn', 'kontol']","['ikn', 'kontol']","['ikn', 'kontol']",ikedan keodantonline,Neutral
budi2984,Tue May 14 10:32:08 +0000 2024,@txtdrjkt Layak jadi capres dgn misi pulau utk new ikn dri sampah, Layak jadi capres dgn misi pulau utk new ikn dri sampah,layak jadi capres dgn misi pulau utk new ikn dri sampah,"['layak', 'jadi', 'capres', 'dgn', 'misi', 'pulau', 'utk', 'new', 'ikn', 'dri', 'sampah']","['layak', 'capres', 'dgn', 'misi', 'pulau', 'utk', 'new', 'ikn', 'dri', 'sampah']","['layak', 'capres', 'dgn', 'misi', 'pulau', 'utk', 'new', 'ikn', 'dri', 'sampah']",diitxtadiirjket lsaiyaadangssaiyaadanga ssajadiai capareplyas dibegidaini misi pkakakakakmulanganahkakakakakmu kakakakakmuntuke daiiniw ikedan sampah,Negative
afansyah_juna,Tue May 14 10:13:36 +0000 2024,@KotaNusantara Selamat atas pencapaian 90% lapangan upacara IKN, Selamat atas pencapaian 90 lapangan upacara IKN,selamat atas pencapaian lapangan upacara ikn,"['selamat', 'atas', 'pencapaian', 'lapangan', 'upacara', 'ikn']","['selamat', 'pencapaian', 'lapangan', 'upacara', 'ikn']","['selamat', 'pencapaian', 'lapangan', 'upacara', 'ikn']",diikeotadanakakakakakmusadanantia selahmat pedancapaaiadan 90 lahpadanjkakakakakmuragadan kakakakakmupacara ikedan,Neutral
sorinrhea,Tue May 14 10:10:59 +0000 2024,y sy cenderung depresi jd gak boleh dipisah dari keluarga alias gak rekomen pindah ke ikn amin,y sy cenderung depresi jd gak boleh dipisah dari keluarga alias gak rekomen pindah ke ikn amin,y sy cenderung depresi jd gak boleh dipisah dari keluarga alias gak rekomen pindah ke ikn amin,"['y', 'sy', 'cenderung', 'depresi', 'jd', 'gak', 'boleh', 'dipisah', 'dari', 'keluarga', 'alias', 'gak', 'rekomen', 'pindah', 'ke', 'ikn', 'amin']","['y', 'sy', 'cenderung', 'depresi', 'jd', 'gak', 'dipisah', 'keluarga', 'alias', 'gak', 'rekomen', 'pindah', 'ikn', 'amin']","['y', 'sy', 'cenderung', 'depresi', 'jd', 'gak', 'dipisah', 'keluarga', 'alias', 'gak', 'rekomen', 'pindah', 'ikn', 'amin']",sayaa cewasepertiakakakakmukedandiebarkakakakakmssudtertawang diepreplyasi gssaiyaadanga bobonlineeh diitapaisah diari sepertieamkakakakakmuarga alias gssaiyaadanga replyakeomedan tapaidandiah kee ikedan amidan,Neutral
raffibangkit,Tue May 14 10:10:23 +0000 2024,Miliki Sumber Daya Air Berkelanjutan IKN Mampu Terhindari Dari Krisis Air. Gempa Anak SD BPJS Dilan 6 Miliar Hadiah Gratis Pendek https://t.co/HK8pqltsTq,Miliki Sumber Daya Air Berkelanjutan IKN Mampu Terhindari Dari Krisis Air Gempa Anak SD BPJS Dilan 6 Miliar Hadiah Gratis Pendek ,miliki sumber daya air berkelanjutan ikn mampu terhindari dari krisis air gempa anak sd bpjs dilan miliar hadiah gratis pendek,"['miliki', 'sumber', 'daya', 'air', 'berkelanjutan', 'ikn', 'mampu', 'terhindari', 'dari', 'krisis', 'air', 'gempa', 'anak', 'sd', 'bpjs', 'dilan', 'miliar', 'hadiah', 'gratis', 'pendek']","['miliki', 'sumber', 'daya', 'air', 'berkelanjutan', 'ikn', 'terhindari', 'krisis', 'air', 'gempa', 'anak', 'sd', 'bpjs', 'dilan', 'miliar', 'hadiah', 'gratis', 'pendek']","['miliki', 'sumber', 'daya', 'air', 'berkelanjutan', 'ikn', 'terhindari', 'krisis', 'air', 'gempa', 'anak', 'sd', 'bpjs', 'dilan', 'miliar', 'hadiah', 'gratis', 'pendek']",milikei skakakakakmumber disaiyaadanga air berkeelahdanjkakakakakmutadan ikedan mdikekenal sebagaidanow playaingkakakakakmu terhaidandiari diari kerisis air gempa adanssaiyaadanga sdi bpjs diilahdan 6 miliar tertahkakakakakmuadiaiah gede rasaatis pedandieke httapis t colehhke8pqlpenkakakakakmulangainisterima kasih,Negative
1rf4n_3arth,Tue May 14 10:09:24 +0000 2024,@geloraco Gpp biar deket ke ikn, Gpp biar deket ke ikn,gpp biar deket ke ikn,"['gpp', 'biar', 'deket', 'ke', 'ikn']","['gpp', 'biar', 'deket', 'ikn']","['gpp', 'biar', 'deket', 'ikn']",diigekakakakakmkakakakakmuraco gpkakakakakmulanganang pergi biar diasepertiakakakakmut kee ikedan,Neutral
anik_karolina12,Tue May 14 10:09:20 +0000 2024,@KotaNusantara Kerja keras tim konstruksi IKN sangat diapresiasi, Kerja keras tim konstruksi IKN sangat diapresiasi,kerja keras tim konstruksi ikn sangat diapresiasi,"['kerja', 'keras', 'tim', 'konstruksi', 'ikn', 'sangat', 'diapresiasi']","['kerja', 'keras', 'tim', 'konstruksi', 'ikn', 'diapresiasi']","['kerja', 'kera', 'tim', 'konstruksi', 'ikn', 'diapresiasi']",diikeotadanakakakakakmusadanantia keerssaja keeras tim keodanstbarkakakakakmukesi ikedan sadangat diiapareplyasiasi,Negative
Haka_rainen,Tue May 14 10:06:45 +0000 2024,@C4k_D3pp Disatu kemiskinan merajalela satu sisi sibuk bikin IKN tolong bijak lah mana prioritas, Disatu kemiskinan merajalela satu sisi sibuk bikin IKN tolong bijak lah mana prioritas,disatu kemiskinan merajalela satu sisi sibuk bikin ikn tolong bijak lah mana prioritas,"['disatu', 'kemiskinan', 'merajalela', 'satu', 'sisi', 'sibuk', 'bikin', 'ikn', 'tolong', 'bijak', 'lah', 'mana', 'prioritas']","['disatu', 'kemiskinan', 'merajalela', 'sisi', 'sibuk', 'bikin', 'ikn', 'tolong', 'bijak', 'prioritas']","['disatu', 'kemiskinan', 'merajalela', 'sisi', 'sibuk', 'bikin', 'ikn', 'tolong', 'bijak', 'prioritas']",diic4ke_di3pkakakakakmulanganang pergi diisatkakakakakmu keemiskeidanadan mersassajaalelah satkakakakakmu sisi sibkakakakakmuke bikeidan ikedan tokakakakakmkakakakakmssudtertawang bijssaiyaadanga lahh madana prioritas,Neutral
